Cluster,SubclusterName,end.year,two.year.change,Competitive.Effect,Expected.Change,Ind.Mix.Effect,Natl.Growth.Effect,start.jobs,end.jobs
Automotive,Metal Mills and Foundries,2004,44.9926734,40.4732953,-1.031982861,-2.642608422,0.42879642,99.54137086,144.5340443
Automotive,Metal Mills and Foundries,2005,3.866944273,-7.035421586,9.403934942,6.752309421,3.44691084,187.9398709,191.8068152
Automotive,Metal Mills and Foundries,2006,6.272380748,3.881025847,2.410164933,-1.269700594,4.263729168,262.6566459,268.9290267
Automotive,Metal Mills and Foundries,2007,-4.676768707,-7.593054649,1.66261479,0.581264923,1.346327236,269.4313818,264.7546131
Automotive,Metal Mills and Foundries,2008,-6.103408917,-5.882039612,-0.643425228,-0.704211749,0.631803212,157.3517363,151.2483274
Automotive,Metal Mills and Foundries,2009,-24.88483141,1.529888446,-15.85350049,-12.25273259,-4.313905207,243.8495181,218.9646867
Automotive,Metal Mills and Foundries,2010,-15.86767195,4.963450567,-19.50238414,-21.47101184,-6.138870632,226.8163977,210.9487258
Automotive,Metal Mills and Foundries,2011,12.65004433,6.392346082,5.263579502,4.850526315,0.722501865,125.9015244,138.5515688
Automotive,Metal Mills and Foundries,2012,29.06879864,10.14892804,9.6387928,9.821875437,2.222090324,150.0207733,179.089572
Automotive,Metal Mills and Foundries,2013,11.30199703,11.36400723,0.792492747,-2.389966577,4.02099338,231.9932151,243.2952121
Automotive,Metal Mills and Foundries,2014,1.422080725,7.412487244,-3.159880357,-6.822801673,2.801423566,165.2124598,166.6345405
Automotive,Metal Mills and Foundries,2015,19.7760958,17.81300219,0.625810689,-3.235397915,4.434789549,169.3700215,189.1461173
Automotive,Metal Mills and Foundries,2016,2.577923871,7.781021566,-7.691003485,-9.95480834,3.721599784,237.4271252,240.005049
Automotive,Metal Mills and Foundries,2017,-14.6590626,-9.015838785,-9.325940315,-12.6784782,3.405865028,250.7558386,236.096776
Automotive,Metal Mills and Foundries,2018,-16.33964844,-20.51089718,2.617791881,0.513003266,3.250401655,180.2545257,163.9148773
Automotive,Metal Mills and Foundries,NA,NA,NA,NA,NA,NA,NA,NA
Automotive,Military Vehicles and Tanks,2003,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2004,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2005,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2006,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2007,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2008,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2009,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2010,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2011,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2012,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2013,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2014,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2015,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2016,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2017,0,0,0,0,0,0,0
Automotive,Military Vehicles and Tanks,2018,0,0,0,0,0,0,0
Automotive,Motor Vehicles,2003,-212.9504475,-93.98417363,-48.35853035,-58.92036688,-2.174866079,438.1057466,225.1552991
Automotive,Motor Vehicles,2004,-10.7443373,-9.05124284,-3.628446627,-4.591297332,0.599745268,159.2579753,148.513638
Automotive,Motor Vehicles,2005,6.178791859,1.261157176,4.222396204,2.768229276,1.726140699,171.5233313,177.7021232
Automotive,Motor Vehicles,2006,0,-2.595112016,3.371191311,0.730726736,2.670784433,178.9153244,178.9153244
Automotive,Motor Vehicles,2007,15.62640715,13.86666141,-5.155159946,-6.812303557,0.648484686,170.0842585,185.7106657
Automotive,Motor Vehicles,2008,19.5761996,29.58008787,-10.97587953,-12.70153263,0.45804146,200.3015016,219.8777012
Automotive,Motor Vehicles,2009,-29.82405422,-8.765107539,-18.39019729,-19.28867592,-5.254597845,202.7355317,172.9114774
Automotive,Motor Vehicles,2010,-20.5705934,2.215978263,-24.75863563,-21.6075038,-4.599669622,183.2139313,162.6433379
Automotive,Motor Vehicles,2011,74.81057413,78.15116724,-6.678326309,-5.514880411,0.465154555,126.1033265,200.9139007
Automotive,Motor Vehicles,2012,55.47639988,60.3006284,6.737775015,3.172197568,2.725248178,218.2404846,273.7168845
Automotive,Motor Vehicles,2013,7.118900475,-16.6634451,31.38366782,21.48713047,4.376660035,312.7841783,319.9030788
Automotive,Motor Vehicles,2014,10.57698129,-4.509145309,19.41958506,8.65630987,4.666843509,217.986447,228.5634283
Automotive,Motor Vehicles,2015,15.89463069,3.269500023,20.89278107,10.40856844,5.408308293,351.5023134,367.3969441
Automotive,Motor Vehicles,2016,1.873694674,-6.89449725,8.793683122,2.088397204,4.690035357,294.7715528,296.6452475
Automotive,Motor Vehicles,2017,-26.51707208,-31.33000741,2.706588006,-3.05537444,5.707192441,370.8810987,344.3640266
Automotive,Motor Vehicles,2018,-22.81050338,-21.79672646,4.159974108,0.068438937,3.834469265,408.0989697,385.2884663
Automotive,Small Vehicles,2003,3.490042569,3.126155259,0,-0.000953072,-0.002278451,0.297519382,3.787561951
Automotive,Small Vehicles,2004,2.720719377,2.64664942,0,-0.010193237,0.002656464,0.940155833,3.66087521
Automotive,Small Vehicles,2005,43.04657768,22.59614562,0,0.216962814,0.110306358,7.231638359,50.27821604
Automotive,Small Vehicles,2006,10.05667591,10.50251975,0,0.115530773,0.078333623,8.437815933,18.49449185
Automotive,Small Vehicles,2007,-2.945833691,-4.829234073,0,-0.249965526,0.164693734,29.78865494,26.84282125
Automotive,Small Vehicles,2008,3.369049665,2.949331257,-0.652824204,-0.803713695,0.059102937,22.4156155,25.78466516
Automotive,Small Vehicles,2009,-1.603005131,0.273476537,-1.504489533,-1.500347607,-0.373036582,19.83906012,18.23605499
Automotive,Small Vehicles,2010,0,2.742470919,-2.961919688,-2.29723088,-0.580217667,34.63457618,34.63457618
Automotive,Small Vehicles,2011,3.182799837,4.514764692,0,-0.110369623,0.028891584,10.7216755,13.90447533
Automotive,Small Vehicles,2012,0.897612838,0.199277755,1.658644575,0.670664087,0.371522248,39.61488988,40.51250272
Automotive,Small Vehicles,2013,3.164611442,2.306550063,0.693143638,1.012492878,0.349898404,24.00438887,27.16900032
Automotive,Small Vehicles,2014,1.929203219,-0.859647145,3.863232202,1.645722555,0.600895549,24.5896456,26.51884882
Automotive,Small Vehicles,2015,-5.452690661,-10.06692748,1.560066513,0.736328054,0.714639737,25.5771872,20.12449654
Automotive,Small Vehicles,2016,-18.64660128,-18.42317949,1.119018517,0.522896965,0.869180642,41.09985027,22.45324899
Automotive,Small Vehicles,2017,-4.910063813,-4.338348721,0.553915626,0.494837043,0.181153829,15.1792253,10.26916149
Automotive,Small Vehicles,2018,-0.880207587,-0.555699033,0,0.076904765,0.036028042,2.124309159,1.244101572
Biopharmaceuticals,Biological Products,2003,-15.23082749,-26.95472354,11.67036355,10.4037902,-2.147714488,384.658281,369.4274535
Biopharmaceuticals,Biological Products,2004,-29.14223572,-23.52003188,-9.143148674,-9.373833921,1.015843931,273.9509542,244.8087184
Biopharmaceuticals,Biological Products,2005,-103.5473419,-83.56999587,-8.628361881,-9.307798628,4.291906312,303.1994006,199.6520587
Biopharmaceuticals,Biological Products,2006,-84.01993839,-141.6652258,6.275072398,3.502621234,4.186978973,200.2800262,116.2600878
Biopharmaceuticals,Biological Products,2007,-1.282930623,-1.261684314,-0.596852957,-0.709633102,0.298163947,40.36340873,39.08047811
Biopharmaceuticals,Biological Products,2008,55.47918975,87.06688374,0,0.004098683,0.254454134,42.040144,97.51933375
Biopharmaceuticals,Biological Products,2009,100.6184451,82.39485039,0.597042125,2.948295866,-1.401679845,46.26923985,146.887685
Biopharmaceuticals,Biological Products,2010,19.50774267,16.10539371,1.777155942,6.519718144,-4.643757978,141.0864062,160.5941488
Biopharmaceuticals,Biological Products,2011,-6.75510006,-4.879967837,1.488840746,0.414266495,0.96711019,316.2333886,309.4782886
Biopharmaceuticals,Biological Products,2012,-17.87952816,-23.14180965,1.586420347,-1.706968636,3.122883896,158.7326057,140.8530775
Biopharmaceuticals,Biological Products,2013,-65.02158753,-86.85174588,4.412516858,-0.022948148,3.669305544,298.5618561,233.5402686
Biopharmaceuticals,Biological Products,2014,-61.5621579,-63.96255963,3.906155172,1.512994399,3.867633846,230.425254,168.8630961
Biopharmaceuticals,Biological Products,2015,1.645339577,-2.753717245,4.361216167,2.756601101,2.268508002,120.1818248,121.8271644
Biopharmaceuticals,Biological Products,2016,47.46702218,28.84657168,7.967445084,2.846433652,1.295242644,130.8126897,178.2797119
Biopharmaceuticals,Biological Products,2017,129.5137353,110.0706477,4.76986703,3.639312399,1.985609556,128.3748058,257.8885412
Biopharmaceuticals,Biological Products,2018,120.863418,68.44443829,12.94571197,10.59282495,2.485231718,241.9609353,362.8243533
Biopharmaceuticals,Biopharmaceutical Products,2003,-143.8162063,-125.161755,48.83781844,66.48119267,-17.83803092,4037.799541,3893.983335
Biopharmaceuticals,Biopharmaceutical Products,2004,-63.38418294,-27.69753156,-43.95507635,-58.46014574,9.722325178,2819.627028,2756.242846
Biopharmaceuticals,Biopharmaceutical Products,2005,-55.50711875,-14.70921938,-20.83979597,-80.23866645,44.09518768,3108.105921,3052.598802
Biopharmaceuticals,Biopharmaceutical Products,2006,154.7789974,267.4661836,-5.875807539,-54.42962918,46.82313298,3062.889496,3217.668494
Biopharmaceuticals,Biopharmaceutical Products,2007,231.2072143,280.49364,48.39065416,25.54128945,13.96424603,3043.919808,3275.127022
Biopharmaceuticals,Biopharmaceutical Products,2008,145.9505146,172.2002843,-14.10443791,-23.79366453,10.32692162,3496.976901,3642.927416
Biopharmaceuticals,Biopharmaceutical Products,2009,-201.2521909,-21.57841907,-101.590043,-38.91908024,-110.5066951,2700.198064,2498.945873
Biopharmaceuticals,Biopharmaceutical Products,2010,-82.17236118,-3.513809858,-90.45309573,-16.83173328,-108.9684248,2891.47135,2809.298989
Biopharmaceuticals,Biopharmaceutical Products,2011,-46.23508236,30.96748676,-74.62792596,-97.9336524,9.895847155,3018.717857,2972.482775
Biopharmaceuticals,Biopharmaceutical Products,2012,-47.33882717,13.08835886,-63.68318059,-121.0899398,44.67129774,2438.281856,2390.943029
Biopharmaceuticals,Biopharmaceutical Products,2013,47.71990253,15.15946398,27.2001944,-23.79292091,67.78070152,4187.757628,4235.47753
Biopharmaceuticals,Biopharmaceutical Products,2014,14.72153283,-45.79814086,68.30733888,15.02653263,52.14179424,2506.969204,2521.690737
Biopharmaceuticals,Biopharmaceutical Products,2015,-106.4314112,-159.5771153,62.69687082,-13.71452307,62.68143117,3625.494773,3519.063362
Biopharmaceuticals,Biopharmaceutical Products,2016,-28.43582618,-69.29847193,51.36770304,-22.18272445,61.01466222,2970.322616,2941.88679
Biopharmaceuticals,Biopharmaceutical Products,2017,142.398107,52.73347204,47.89896998,8.504590796,48.37476651,3455.905493,3598.3036
Biopharmaceuticals,Biopharmaceutical Products,2018,199.5362482,163.3268775,43.44159636,-4.200780547,53.15961826,3785.531127,3985.067375
Biopharmaceuticals,Diagnostic Substances,2003,112.0722401,70.69975613,5.666539264,8.393656005,-1.320090766,237.7284764,349.8007165
Biopharmaceuticals,Diagnostic Substances,2004,72.96413177,50.5496041,7.63872075,3.773234688,0.782561121,189.1103963,262.0745281
Biopharmaceuticals,Diagnostic Substances,2005,-41.77385264,-47.05575042,13.93969549,15.90840277,3.762879704,424.9929399,383.2190872
Biopharmaceuticals,Diagnostic Substances,2006,-53.46313495,-52.39598928,16.46991926,10.06884967,5.542030156,413.2898434,359.8267085
Biopharmaceuticals,Diagnostic Substances,2007,-19.76406066,-28.17738927,10.87699345,10.11276215,1.041672563,261.5750883,241.8110276
Biopharmaceuticals,Diagnostic Substances,2008,-45.26002248,-61.81480015,30.85355891,17.57731555,0.583092489,177.2314976,131.9714751
Biopharmaceuticals,Diagnostic Substances,2009,-93.02911056,-101.5031846,7.580636918,18.02296701,-3.296136731,261.5739164,168.5448058
Biopharmaceuticals,Diagnostic Substances,2010,-45.36547234,-30.72661996,0,5.026231729,-3.777171991,139.8497733,94.48430091
Biopharmaceuticals,Diagnostic Substances,2011,10.24413892,8.551846122,0,-0.022194257,0.185182083,42.75649911,53.00063803
Biopharmaceuticals,Diagnostic Substances,2012,-13.05319291,-16.50829347,0,-0.868992008,0.863993423,85.03206319,71.97887028
Biopharmaceuticals,Diagnostic Substances,2013,4.170480198,-1.390769289,5.479284047,5.533299469,1.404613548,94.36337157,98.53385177
Biopharmaceuticals,Diagnostic Substances,2014,21.16308952,24.22694663,2.774426818,1.638699107,0.728978891,32.04452331,53.20761283
Biopharmaceuticals,Diagnostic Substances,2015,-11.78228688,-10.85610394,1.474999227,-0.188007427,1.880286543,76.09939887,64.31711199
Biopharmaceuticals,Diagnostic Substances,2016,-17.89090346,-21.44773179,5.213925021,4.26051262,1.139835865,111.8069335,93.91603003
Biopharmaceuticals,Diagnostic Substances,2017,-6.431520952,-10.10372932,2.150185879,2.292953176,0.738385075,42.78402376,36.35250281
Biopharmaceuticals,Diagnostic Substances,2018,7.580562009,3.994305093,1.116570281,1.083087101,0.965075555,69.20664818,76.78721019
Business Services,Architectural and Drafting Services,2003,-42.22703196,-32.45482659,-39.19514419,-24.7088156,-9.859337421,1512.061603,1469.834571
Business Services,Architectural and Drafting Services,2004,-33.15502859,-37.29676388,-5.302983593,-11.41041579,4.602075454,1401.872807,1368.717778
Business Services,Architectural and Drafting Services,2005,83.19770122,31.75701973,28.88198987,12.66744862,25.63716409,1534.608427,1617.806128
Business Services,Architectural and Drafting Services,2006,86.04816546,37.87223466,59.75812994,72.72965764,21.59917005,1566.265956,1652.314122
Business Services,Architectural and Drafting Services,2007,102.1413477,55.44007699,28.65408609,17.55050714,10.03503852,2204.217257,2306.358605
Business Services,Architectural and Drafting Services,2008,41.62951476,45.83698049,8.850467941,1.690872448,6.53611103,2037.041384,2078.670898
Business Services,Architectural and Drafting Services,2009,-293.4217535,-54.56751046,-263.1367065,-145.8789264,-34.4437835,1401.944503,1108.52275
Business Services,Architectural and Drafting Services,2010,-214.4059152,-59.02413709,-247.1674538,-218.9730153,-52.2457601,1820.828044,1606.422128
Business Services,Architectural and Drafting Services,2011,-175.0227931,-44.96112178,-72.74704292,-67.92702403,6.03332023,1020.681771,845.6589776
Business Services,Architectural and Drafting Services,2012,-28.84118113,-20.33977197,-4.984572462,-30.29623104,19.83828636,1421.588159,1392.746978
Business Services,Architectural and Drafting Services,2013,49.73060597,41.93522134,16.56718428,-1.854811103,21.57279862,1567.974037,1617.704643
Business Services,Architectural and Drafting Services,2014,39.1383446,11.95579898,58.04980451,25.25323457,22.40130677,1620.379988,1659.518332
Business Services,Architectural and Drafting Services,2015,127.8914354,28.83080289,48.72240497,48.10671301,33.7876407,942.8459936,1070.737429
Business Services,Architectural and Drafting Services,2016,25.15207222,-26.13679971,61.44219503,33.30923263,28.93012385,1396.691081,1421.843153
Business Services,Architectural and Drafting Services,2017,-23.992145,-71.40385685,42.43607383,9.035778933,26.83181129,1989.422108,1965.429963
Business Services,Architectural and Drafting Services,2018,26.67998914,-2.079089417,25.8773713,4.967738448,22.10471697,974.9568761,1001.636865
Business Services,Business Support Services,2003,-519.1093821,-653.2936786,127.5749256,141.491274,-57.68807849,10905.36045,10386.25106
Business Services,Business Support Services,2004,-356.255473,-494.3002738,24.70792796,-2.200484213,27.17698093,5833.402055,5477.146582
Business Services,Business Support Services,2005,6.633234156,-80.91094242,74.87199925,5.294395108,71.82526241,5658.270183,5664.903417
Business Services,Business Support Services,2006,694.1317582,506.9619757,129.8456431,52.91836126,81.68564828,9220.607016,9914.738775
Business Services,Business Support Services,2007,213.7243186,-83.31574243,359.599298,246.2168911,39.30827936,5801.142637,6014.866955
Business Services,Business Support Services,2008,-313.8612735,-724.3646243,318.1299742,264.5431786,19.34558692,7308.130424,6994.26915
Business Services,Business Support Services,2009,427.2882562,242.8405454,95.311704,303.2134293,-216.0590587,7321.842256,7749.130513
Business Services,Business Support Services,2010,962.5420675,784.084146,130.727792,219.7643922,-187.2883274,5394.646414,6357.188481
Business Services,Business Support Services,2011,289.0221279,39.8704169,279.6961095,205.7877788,42.18000028,12578.81795,12867.84008
Business Services,Business Support Services,2012,218.1537966,-212.8224992,329.8401756,279.716473,125.7067877,10971.99644,11190.15023
Business Services,Business Support Services,2013,875.7182468,91.45205865,588.9451165,442.9223182,224.486981,8239.543845,9115.262092
Business Services,Business Support Services,2014,68.62620172,-548.4976606,461.9872869,537.8690176,170.5464892,8735.686561,8804.312763
Business Services,Business Support Services,2015,-656.154354,-954.3127761,552.1326524,325.0689508,235.2687289,9013.547576,8357.393222
Business Services,Business Support Services,2016,-355.6618324,-712.0554233,570.1559011,265.808692,223.9604444,13352.61061,12996.94877
Business Services,Business Support Services,2017,-504.7163821,-1107.690503,461.7508849,274.0857897,104.6550244,11959.25831,11454.54193
Business Services,Business Support Services,2018,-619.8397342,-1287.949702,339.5553619,137.736509,148.469339,8253.418619,7633.578885
Business Services,Computer Services,2003,-1002.079787,-239.5033429,-891.0199153,-877.6492061,-105.3503934,22535.92794,21533.84815
